word;strength;polarity;
4841;regretfully;strongsubj;negative
4842;regrettable;strongsubj;negative
4843;regrettably;strongsubj;negative
4844;rehabilitate;weaksubj;positive
4845;rehabilitation;weaksubj;positive
4846;reinforce;weaksubj;positive
4847;reinforcement;weaksubj;positive
4848;reject;strongsubj;negative
4849;rejection;strongsubj;negative
4850;rejoice;strongsubj;positive
4851;rejoicing;strongsubj;positive
4852;rejoicingly;strongsubj;positive
4853;relapse;weaksubj;negative
4854;relax;weaksubj;positive
4855;relaxed;weaksubj;positive
4856;relent;strongsubj;positive
4857;relentless;strongsubj;negative
4858;relentlessly;strongsubj;negative
4859;relentlessness;strongsubj;negative
4860;relevant;weaksubj;positive
4861;relevance;weaksubj;positive
4862;reliable;weaksubj;positive
4863;reliability;weaksubj;positive
4864;reliably;weaksubj;positive
4865;relief;strongsubj;positive
4866;relieve;weaksubj;positive
4867;relish;strongsubj;positive
4868;reluctance;strongsubj;negative
4869;reluctant;weaksubj;negative
4870;reluctantly;weaksubj;negative
4871;remarkable;strongsubj;positive
4872;remarkably;strongsubj;positive
4873;remedy;weaksubj;positive
4874;reminiscent;strongsubj;positive
4875;remorse;strongsubj;negative
4876;remorseful;strongsubj;negative
4877;remorsefully;strongsubj;negative
4878;remorseless;strongsubj;negative
4879;remorselessly;strongsubj;negative
4880;remorselessness;strongsubj;negative
4881;remunerate;strongsubj;positive
4882;renaissance;strongsubj;positive
4883;renewal;weaksubj;positive
4884;renovate;weaksubj;positive
4885;renovation;weaksubj;positive
4886;renounce;strongsubj;negative
4887;renown;strongsubj;positive
4888;renowned;strongsubj;positive
4889;renunciation;strongsubj;negative
4890;repair;weaksubj;positive
4891;reparation;weaksubj;positive
4892;repay;strongsubj;positive
4893;repel;weaksubj;negative
4894;repent;strongsubj;positive
4895;repentance;strongsubj;positive
4896;repetitive;weaksubj;negative
4897;reprehensible;strongsubj;negative
4898;reprehensibly;strongsubj;negative
4899;reprehension;strongsubj;negative
4900;reprehensive;strongsubj;negative
4901;repress;weaksubj;negative
4902;repression;weaksubj;negative
4903;repressive;weaksubj;negative
4904;reprimand;strongsubj;negative
4905;reproach;strongsubj;negative
4906;reproachful;strongsubj;negative
4907;reprove;strongsubj;negative
4908;reprovingly;strongsubj;negative
4909;repudiate;strongsubj;negative
4910;repudiation;strongsubj;negative
4911;repugn;strongsubj;negative
4912;repugnance;strongsubj;negative
4913;repugnant;strongsubj;negative
4914;repugnantly;strongsubj;negative
4915;repulse;weaksubj;negative
4916;repulsed;weaksubj;negative
4917;repulsing;strongsubj;negative
4918;repulsive;strongsubj;negative
4919;repulsively;strongsubj;negative
4920;repulsiveness;strongsubj;negative
4921;reputable;weaksubj;positive
4922;rescue;weaksubj;positive
4923;resent;strongsubj;negative
4924;resentful;strongsubj;negative
4925;resentment;strongsubj;negative
4926;reservations;weaksubj;negative
4927;resignation;weaksubj;negative
4928;resigned;weaksubj;negative
4929;resilient;weaksubj;positive
4930;resistance;weaksubj;negative
4931;resistant;weaksubj;negative
4932;resolute;weaksubj;positive
4933;resolve;weaksubj;positive
4934;resolved;weaksubj;positive
4935;resound;weaksubj;positive
4936;resounding;strongsubj;positive
4937;resourceful;strongsubj;positive
4938;resourcefulness;strongsubj;positive
4939;respect;strongsubj;positive
4940;respect;weaksubj;positive
4941;respectable;strongsubj;positive
4942;respectful;strongsubj;positive
4943;respectfully;strongsubj;positive
4944;respite;strongsubj;positive
4945;resplendent;strongsubj;positive
4946;responsibility;weaksubj;positive
4947;responsible;weaksubj;positive
4948;responsibly;weaksubj;positive
4949;responsive;weaksubj;positive
4950;restful;weaksubj;positive
4951;restless;weaksubj;negative
4952;restlessness;weaksubj;negative
4953;restoration;weaksubj;positive
4954;restore;weaksubj;positive
4955;restraint;weaksubj;positive
4956;restrict;weaksubj;negative
4957;restricted;weaksubj;negative
4958;restriction;weaksubj;negative
4959;restrictive;weaksubj;negative
4960;resurgent;weaksubj;positive
4961;retaliate;weaksubj;negative
4962;retaliatory;weaksubj;negative
4963;retard;weaksubj;negative
4964;reticent;strongsubj;negative
4965;retire;weaksubj;negative
4966;retract;weaksubj;negative
4967;retreat;weaksubj;negative
4968;reunite;weaksubj;positive
4969;revel;strongsubj;positive
4970;revelation;weaksubj;positive
4971;revenge;strongsubj;negative
4972;revengeful;strongsubj;negative
4973;revengefully;strongsubj;negative
4974;revere;strongsubj;positive
4975;reverence;strongsubj;positive
4976;reverent;strongsubj;positive
4977;reverently;strongsubj;positive
4978;revert;weaksubj;negative
4979;revival;weaksubj;positive
4980;revive;weaksubj;positive
4981;revile;strongsubj;negative
4982;reviled;strongsubj;negative
4983;revitalize;weaksubj;positive
4984;revoke;weaksubj;negative
4985;revolt;weaksubj;negative
4986;revolting;strongsubj;negative
4987;revoltingly;strongsubj;negative
4988;revolution;weaksubj;positive
4989;revulsion;strongsubj;negative
4990;revulsive;strongsubj;negative
4991;reward;strongsubj;positive
4992;rewarding;strongsubj;positive
4993;rewardingly;strongsubj;positive
4994;rhapsodize;weaksubj;negative
4995;rhetoric;weaksubj;negative
4996;rhetorical;strongsubj;negative
4997;rich;weaksubj;positive
4998;riches;weaksubj;positive
4999;richly;strongsubj;positive
5000;richness;strongsubj;positive
5001;rid;strongsubj;negative
5002;ridicule;strongsubj;negative
5003;ridiculous;strongsubj;negative
5004;ridiculously;strongsubj;negative
5005;rife;strongsubj;negative
5006;rift;strongsubj;negative
5007;rifts;strongsubj;negative
5008;right;weaksubj;positive
5009;right;strongsubj;positive
5010;righten;strongsubj;positive
5011;righteous;strongsubj;positive
5012;righteously;strongsubj;positive
5013;righteousness;strongsubj;positive
5014;rightful;strongsubj;positive
5015;rightfully;strongsubj;positive
5016;rightly;strongsubj;positive
5017;rightness;strongsubj;positive
5018;rights;weaksubj;positive
5019;rigid;weaksubj;negative
5020;rigor;weaksubj;negative
5021;rigorous;weaksubj;negative
5022;rile;strongsubj;negative
5023;riled;strongsubj;negative
5024;ripe;weaksubj;positive
5025;risk;weaksubj;negative
5026;riskfree;weaksubj;positive
5027;risky;weaksubj;negative
5028;rival;weaksubj;negative
5029;rivalry;weaksubj;negative
5030;roadblocks;strongsubj;negative
5031;robust;weaksubj;positive
5032;rocky;weaksubj;negative
5033;rogue;strongsubj;negative
5034;rollercoaster;strongsubj;negative
5035;romantic;strongsubj;positive
5036;romantically;strongsubj;positive
5037;romanticize;strongsubj;positive
5038;rosy;strongsubj;positive
5039;rot;weaksubj;negative
5040;rotten;strongsubj;negative
5041;rough;weaksubj;negative
5042;rousing;strongsubj;positive
5043;rubbish;strongsubj;negative
5044;rude;strongsubj;negative
5045;rue;strongsubj;negative
5046;ruffian;strongsubj;negative
5047;ruffle;weaksubj;negative
5048;ruin;weaksubj;negative
5049;ruinous;weaksubj;negative
5050;rumbling;strongsubj;negative
5051;rumor;strongsubj;negative
5052;rumors;strongsubj;negative
5053;rumours;strongsubj;negative
5054;rumple;strongsubj;negative
5055;rundown;strongsubj;negative
5056;runaway;strongsubj;negative
5057;rupture;weaksubj;negative
5058;rusty;strongsubj;negative
5059;ruthless;strongsubj;negative
5060;ruthlessly;strongsubj;negative
5061;ruthlessness;strongsubj;negative
5062;sabotage;strongsubj;negative
5063;sacred;strongsubj;positive
5064;sacrifice;strongsubj;negative
5065;sad;strongsubj;negative
5066;sadden;strongsubj;negative
5067;sadly;strongsubj;negative
5068;sadness;strongsubj;negative
5069;safe;weaksubj;positive
5070;safeguard;strongsubj;positive
5071;sag;weaksubj;negative
5072;sagacity;strongsubj;positive
5073;sage;strongsubj;positive
5074;sagely;strongsubj;positive
5075;saint;strongsubj;positive
5076;saintliness;strongsubj;positive
5077;saintly;strongsubj;positive
5078;salable;weaksubj;positive
5079;salacious;strongsubj;negative
5080;salivate;weaksubj;positive
5081;salutary;strongsubj;positive
5082;salute;strongsubj;positive
5083;salvation;strongsubj;positive
5084;sanctimonious;strongsubj;negative
5085;sanctify;strongsubj;positive
5086;sanction;strongsubj;positive
5087;sanctity;strongsubj;positive
5088;sanctuary;strongsubj;positive
5089;sanguine;strongsubj;positive
5090;sane;strongsubj;positive
5091;sanity;strongsubj;positive
5092;sap;strongsubj;negative
5093;sarcasm;strongsubj;negative
5094;sarcastic;strongsubj;negative
5095;sarcastically;strongsubj;negative
5096;sardonic;strongsubj;negative
5097;sardonically;strongsubj;negative
5098;sass;strongsubj;negative
5099;satirical;strongsubj;negative
5100;satirize;strongsubj;negative
5101;satisfaction;strongsubj;positive
5102;satisfactorily;strongsubj;positive
5103;satisfactory;strongsubj;positive
5104;satisfy;weaksubj;positive
5105;satisfying;weaksubj;positive
5106;savage;strongsubj;negative
5107;savaged;strongsubj;negative
5108;savagely;strongsubj;negative
5109;savagery;strongsubj;negative
5110;savages;strongsubj;negative
5111;savor;weaksubj;positive
5112;savvy;strongsubj;positive
5113;scandal;weaksubj;negative
5114;scandalize;strongsubj;negative
5115;scandalized;strongsubj;negative
5116;scandalous;strongsubj;negative
5117;scandalously;strongsubj;negative
5118;scandals;strongsubj;negative
5119;scant;weaksubj;negative
5120;scapegoat;strongsubj;negative
5121;scar;strongsubj;negative
5122;scarred;strongsubj;negative
5123;scarce;weaksubj;negative
5124;scarcely;strongsubj;negative
5125;scarcity;weaksubj;negative
5126;scare;strongsubj;negative
5127;scared;strongsubj;negative
5128;scarier;strongsubj;negative
5129;scariest;strongsubj;negative
5130;scarily;strongsubj;negative
5131;scars;strongsubj;negative
5132;scary;strongsubj;negative
5133;scathing;strongsubj;negative
5134;scathingly;strongsubj;negative
5135;scenic;weaksubj;positive
5136;scheme;weaksubj;negative
5137;scheming;strongsubj;negative
5138;scoff;strongsubj;negative
5139;scoffingly;strongsubj;negative
5140;scold;strongsubj;negative
5141;scolding;strongsubj;negative
5142;scoldingly;strongsubj;negative
5143;scorching;strongsubj;negative
5144;scorchingly;strongsubj;negative
5145;scorn;strongsubj;negative
5146;scornful;strongsubj;negative
5147;scornfully;strongsubj;negative
5148;scoundrel;strongsubj;negative
5149;scourge;strongsubj;negative
5150;scowl;strongsubj;negative
5151;scream;strongsubj;negative
5152;screech;strongsubj;negative
5153;screw;weaksubj;negative
5154;scruples;strongsubj;positive
5155;scrupulous;strongsubj;positive
5156;scrupulously;strongsubj;positive
5157;scum;strongsubj;negative
5158;scummy;strongsubj;negative
5159;seamless;strongsubj;positive
5160;seasoned;weaksubj;positive
5161;secondclass;strongsubj;negative
5162;secondtier;weaksubj;negative
5163;secretive;weaksubj;negative
5164;secure;weaksubj;positive
5165;securely;weaksubj;positive
5166;security;weaksubj;positive
5167;sedentary;weaksubj;negative
5168;seductive;strongsubj;positive
5169;seedy;strongsubj;negative
5170;seethe;strongsubj;negative
5171;seething;strongsubj;negative
5172;selective;weaksubj;positive
5173;selfcoup;strongsubj;negative
5174;selfcriticism;strongsubj;negative
5175;selfdefeating;weaksubj;negative
5176;selfdestructive;strongsubj;negative
5177;selfdetermination;strongsubj;positive
5178;selfhumiliation;strongsubj;negative
5179;selfinterest;strongsubj;negative
5180;selfinterested;strongsubj;negative
5181;selfrespect;strongsubj;positive
5182;selfsatisfaction;strongsubj;positive
5183;selfserving;strongsubj;negative
5184;selfsufficiency;weaksubj;positive
5185;selfsufficient;weaksubj;positive
5186;selfinterested;strongsubj;negative
5187;selfish;strongsubj;negative
5188;selfishly;strongsubj;negative
5189;selfishness;strongsubj;negative
5190;semblance;weaksubj;positive
5191;senile;strongsubj;negative
5192;sensation;strongsubj;positive
5193;sensational;strongsubj;positive
5194;sensationalize;strongsubj;negative
5195;sensationally;strongsubj;positive
5196;sensations;strongsubj;positive
5197;sense;weaksubj;positive
5198;senseless;strongsubj;negative
5199;senselessly;strongsubj;negative
5200;sensible;strongsubj;positive
5201;sensibly;strongsubj;positive
5202;sensitive;weaksubj;positive
5203;sensitively;strongsubj;positive
5204;sensitivity;strongsubj;positive
5205;sentiment;strongsubj;positive
5206;sentimentality;strongsubj;positive
5207;sentimentally;strongsubj;positive
5208;sentiments;strongsubj;positive
5209;serene;strongsubj;positive
5210;serenity;strongsubj;positive
5211;serious;strongsubj;negative
5212;seriously;strongsubj;negative
5213;seriousness;strongsubj;negative
5214;sermonize;strongsubj;negative
5215;servitude;strongsubj;negative
5216;settle;weaksubj;positive
5217;setup;strongsubj;negative
5218;sever;weaksubj;negative
5219;severe;weaksubj;negative
5220;severe;strongsubj;negative
5221;severely;strongsubj;negative
5222;severity;strongsubj;negative
5223;sexy;strongsubj;positive
5224;shabby;strongsubj;negative
5225;shadow;strongsubj;negative
5226;shadowy;weaksubj;negative
5227;shady;strongsubj;negative
5228;shake;weaksubj;negative
5229;shaky;weaksubj;negative
5230;shallow;weaksubj;negative
5231;sham;strongsubj;negative
5232;shambles;strongsubj;negative
5233;shame;strongsubj;negative
5234;shameful;strongsubj;negative
5235;shamefully;strongsubj;negative
5236;shamefulness;strongsubj;negative
5237;shameless;strongsubj;negative
5238;shamelessly;strongsubj;negative
5239;shamelessness;strongsubj;negative
5240;shark;strongsubj;negative
5241;sharp;weaksubj;negative
5242;sharply;weaksubj;negative
5243;shatter;strongsubj;negative
5244;sheer;strongsubj;negative
5245;shelter;weaksubj;positive
5246;shield;weaksubj;positive
5247;shimmer;strongsubj;positive
5248;shimmering;strongsubj;positive
5249;shimmeringly;strongsubj;positive
5250;shine;weaksubj;positive
5251;shiny;weaksubj;positive
5252;shiny;strongsubj;positive
5253;shirk;strongsubj;negative
5254;shirker;strongsubj;negative
5255;shipwreck;weaksubj;negative
5256;shiver;strongsubj;negative
5257;shock;strongsubj;negative
5258;shocking;strongsubj;negative
5259;shockingly;strongsubj;negative
5260;shoddy;strongsubj;negative
5261;shortlived;weaksubj;negative
5262;shortage;weaksubj;negative
5263;shortchange;strongsubj;negative
5264;shortcoming;strongsubj;negative
5265;shortcomings;strongsubj;negative
5266;shortsighted;strongsubj;negative
5267;shortsightedness;strongsubj;negative
5268;showdown;weaksubj;negative
5269;shred;weaksubj;negative
5270;shrew;strongsubj;negative
5271;shrewd;strongsubj;positive
5272;shrewdly;strongsubj;positive
5273;shrewdness;strongsubj;positive
5274;shriek;strongsubj;negative
5275;shrill;strongsubj;negative
5276;shrilly;strongsubj;negative
5277;shrivel;strongsubj;negative
5278;shroud;strongsubj;negative
5279;shrouded;strongsubj;negative
5280;shrug;weaksubj;negative
5281;shun;strongsubj;negative
5282;shunned;strongsubj;negative
5283;shy;strongsubj;negative
5284;shyly;strongsubj;negative
5285;shyness;strongsubj;negative
5286;sick;weaksubj;negative
5287;sicken;weaksubj;negative
5288;sickly;strongsubj;negative
5289;sickening;strongsubj;negative
5290;sickeningly;strongsubj;negative
5291;sickness;weaksubj;negative
5292;sidetrack;strongsubj;negative
5293;sidetracked;strongsubj;negative
5294;siege;weaksubj;negative
5295;significant;weaksubj;positive
5296;significance;weaksubj;positive
5297;signify;weaksubj;positive
5298;sillily;strongsubj;negative
5299;silly;strongsubj;negative
5300;simmer;strongsubj;negative
5301;simple;weaksubj;positive
5302;simplicity;strongsubj;positive
5303;simplified;weaksubj;positive
5304;simplify;weaksubj;positive
5305;simplistic;strongsubj;negative
5306;simplistically;strongsubj;negative
5307;sin;strongsubj;negative
5308;sinful;strongsubj;negative
5309;sinfully;strongsubj;negative
5310;sincere;strongsubj;positive
5311;sincerely;strongsubj;positive
5312;sincerity;weaksubj;positive
5313;sinister;strongsubj;negative
5314;sinisterly;strongsubj;negative
5315;sinking;weaksubj;negative
5316;skeletons;strongsubj;negative
5317;skeptical;strongsubj;negative
5318;skeptically;strongsubj;negative
5319;skepticism;strongsubj;negative
5320;sketchy;weaksubj;negative
5321;skill;weaksubj;positive
5322;skilled;weaksubj;positive
5323;skillful;strongsubj;positive
5324;skillfully;strongsubj;positive
5325;skimpy;weaksubj;negative
5326;skittish;strongsubj;negative
5327;skittishly;strongsubj;negative
5328;skulk;strongsubj;negative
5329;slack;weaksubj;negative
5330;slander;strongsubj;negative
5331;slanderer;strongsubj;negative
5332;slanderous;strongsubj;negative
5333;slanderously;strongsubj;negative
5334;slanders;strongsubj;negative
5335;slap;strongsubj;negative
5336;slashing;strongsubj;negative
5337;slaughter;weaksubj;negative
5338;slaughtered;weaksubj;negative
5339;slaves;strongsubj;negative
5340;sleazy;strongsubj;negative
5341;sleek;weaksubj;positive
5342;slender;weaksubj;positive
5343;slight;weaksubj;negative
5344;slightly;weaksubj;negative
5345;slim;weaksubj;positive
5346;slime;strongsubj;negative
5347;sloppy;strongsubj;negative
5348;sloppily;strongsubj;negative
5349;sloth;strongsubj;negative
5350;slothful;strongsubj;negative
5351;slow;weaksubj;negative
5352;slowly;weaksubj;negative
5353;slowmoving;weaksubj;negative
5354;slug;weaksubj;negative
5355;sluggish;weaksubj;negative
5356;slump;weaksubj;negative
5357;slur;strongsubj;negative
5358;sly;strongsubj;negative
5359;smack;strongsubj;negative
5360;smart;strongsubj;positive
5361;smarter;strongsubj;positive
5362;smartest;strongsubj;positive
5363;smartly;strongsubj;positive
5364;smash;weaksubj;negative
5365;smear;weaksubj;negative
5366;smelling;weaksubj;negative
5367;smile;strongsubj;positive
5368;smiling;strongsubj;positive
5369;smilingly;strongsubj;positive
5370;smitten;strongsubj;positive
5371;smokescreen;strongsubj;negative
5372;smolder;strongsubj;negative
5373;smoldering;strongsubj;negative
5374;smooth;weaksubj;positive
5375;smother;strongsubj;negative
5376;smoulder;strongsubj;negative
5377;smouldering;strongsubj;negative
5378;smug;strongsubj;negative
5379;smugly;strongsubj;negative
5380;smut;strongsubj;negative
5381;smuttier;strongsubj;negative
5382;smuttiest;strongsubj;negative
5383;smutty;strongsubj;negative
5384;snare;weaksubj;negative
5385;snarl;weaksubj;negative
5386;snatch;weaksubj;negative
5387;sneak;weaksubj;negative
5388;sneakily;weaksubj;negative
5389;sneaky;weaksubj;negative
5390;sneer;strongsubj;negative
5391;sneering;strongsubj;negative
5392;sneeringly;strongsubj;negative
5393;snub;strongsubj;negative
5394;socal;strongsubj;negative
5395;socalled;strongsubj;negative
5396;sob;strongsubj;negative
5397;sober;strongsubj;negative
5398;sober;weaksubj;negative
5399;sobering;strongsubj;negative
5400;sociable;strongsubj;positive
5401;softspoken;weaksubj;positive
5402;soften;strongsubj;positive
5403;solace;strongsubj;positive
5404;solemn;weaksubj;negative
5405;solicitous;strongsubj;positive
5406;solicitously;strongsubj;positive
5407;solicitude;strongsubj;positive
5408;solid;weaksubj;positive
5409;solidarity;strongsubj;positive
5410;somber;strongsubj;negative
5411;soothe;strongsubj;positive
5412;soothingly;strongsubj;positive
5413;sophisticated;strongsubj;positive
5414;sore;strongsubj;negative
5415;sorely;strongsubj;negative
5416;soreness;weaksubj;negative
5417;sorrow;strongsubj;negative
5418;sorrow;weaksubj;negative
5419;sorrowful;strongsubj;negative
5420;sorrowfully;strongsubj;negative
5421;sorry;strongsubj;negative
5422;sound;weaksubj;positive
5423;sounding;weaksubj;negative
5424;soundness;weaksubj;positive
5425;sour;weaksubj;negative
5426;sourly;weaksubj;negative
5427;spacious;weaksubj;positive
5428;spade;strongsubj;negative
5429;spank;strongsubj;negative
5430;spare;weaksubj;positive
5431;sparing;weaksubj;positive
5432;sparingly;weaksubj;positive
5433;sparkle;strongsubj;positive
5434;sparkling;weaksubj;positive
5435;special;weaksubj;positive
5436;spectacular;strongsubj;positive
5437;spectacularly;strongsubj;positive
5438;speedy;weaksubj;positive
5439;spellbind;strongsubj;positive
5440;spellbinding;strongsubj;positive
5441;spellbindingly;strongsubj;positive
5442;spellbound;strongsubj;positive
5443;spilling;strongsubj;negative
5444;spinster;weaksubj;negative
5445;spirit;weaksubj;positive
5446;spirited;weaksubj;positive
5447;spiritless;strongsubj;negative
5448;spiritual;strongsubj;positive
5449;spite;strongsubj;negative
5450;spiteful;strongsubj;negative
5451;spitefully;strongsubj;negative
5452;spitefulness;strongsubj;negative
5453;splendid;strongsubj;positive
5454;splendidly;strongsubj;positive
5455;splendor;strongsubj;positive
5456;split;weaksubj;negative
5457;splitting;weaksubj;negative
5458;spoil;strongsubj;negative
5459;spook;strongsubj;negative
5460;spookier;strongsubj;negative
5461;spookiest;strongsubj;negative
5462;spookily;strongsubj;negative
5463;spooky;strongsubj;negative
5464;spoonfed;strongsubj;negative
5465;spoonfeed;strongsubj;negative
5466;spoonfed;strongsubj;negative
5467;sporadic;weaksubj;negative
5468;spot;weaksubj;negative
5469;spotless;strongsubj;positive
5470;spotty;weaksubj;negative
5471;sprightly;strongsubj;positive
5472;spur;strongsubj;positive
5473;spurious;strongsubj;negative
5474;spurn;strongsubj;negative
5475;sputter;strongsubj;negative
5476;squabble;strongsubj;negative
5477;squabbling;strongsubj;negative
5478;squander;strongsubj;negative
5479;squarely;strongsubj;positive
5480;squash;strongsubj;negative
5481;squirm;strongsubj;negative
5482;stab;weaksubj;negative
5483;stability;weaksubj;positive
5484;stabilize;weaksubj;positive
5485;stable;weaksubj;positive
5486;stagger;weaksubj;negative
5487;staggering;strongsubj;negative
5488;staggeringly;strongsubj;negative
5489;stagnant;weaksubj;negative
5490;stagnate;strongsubj;negative
5491;stagnation;strongsubj;negative
5492;staid;strongsubj;negative
5493;stain;weaksubj;negative
5494;stainless;weaksubj;positive
5495;stake;weaksubj;negative
5496;stale;strongsubj;negative
5497;stalemate;strongsubj;negative
5498;stammer;strongsubj;negative
5499;stampede;weaksubj;negative
5500;stand;weaksubj;positive
5501;standstill;strongsubj;negative
5502;star;strongsubj;positive
5503;stark;strongsubj;negative
5504;starkly;strongsubj;negative
5505;stars;strongsubj;positive
5506;startle;strongsubj;negative
5507;startling;strongsubj;negative
5508;startlingly;strongsubj;negative
5509;starvation;weaksubj;negative
5510;starve;weaksubj;negative
5511;stately;strongsubj;positive
5512;static;weaksubj;negative
5513;statuesque;strongsubj;positive
5514;staunch;strongsubj;positive
5515;staunchly;strongsubj;positive
5516;staunchness;strongsubj;positive
5517;steadfast;strongsubj;positive
5518;steadfastly;strongsubj;positive
5519;steadfastness;strongsubj;positive
5520;steadiness;weaksubj;positive
5521;steady;weaksubj;positive
5522;steal;weaksubj;negative
5523;stealing;weaksubj;negative
5524;steep;weaksubj;negative
5525;steeply;weaksubj;negative
5526;stellar;strongsubj;positive
5527;stellarly;strongsubj;positive
5528;stench;strongsubj;negative
5529;stereotype;strongsubj;negative
5530;stereotypical;strongsubj;negative
5531;stereotypically;strongsubj;negative
5532;stern;strongsubj;negative
5533;stew;strongsubj;negative
5534;sticky;weaksubj;negative
5535;stiff;weaksubj;negative
5536;stifle;strongsubj;negative
5537;stifling;strongsubj;negative
5538;stiflingly;strongsubj;negative
5539;stigma;strongsubj;negative
5540;stigmatize;strongsubj;negative
5541;stimulate;weaksubj;positive
5542;stimulating;strongsubj;positive
5543;stimulative;weaksubj;positive
5544;sting;strongsubj;negative
5545;sting;weaksubj;negative
5546;stinging;strongsubj;negative
5547;stingingly;strongsubj;negative
5548;stink;strongsubj;negative
5549;stinking;strongsubj;negative
5550;stirring;strongsubj;positive
5551;stirringly;strongsubj;positive
5552;stodgy;strongsubj;negative
5553;stole;weaksubj;negative
5554;stolen;weaksubj;negative
5555;stood;weaksubj;positive
5556;stooge;strongsubj;negative
5557;stooges;strongsubj;negative
5558;storm;weaksubj;negative
5559;stormy;weaksubj;negative
5560;straggle;weaksubj;negative
5561;straggler;weaksubj;negative
5562;straight;weaksubj;positive
5563;straightforward;strongsubj;positive
5564;strain;weaksubj;negative
5565;strained;weaksubj;negative
5566;strange;strongsubj;negative
5567;strangely;strongsubj;negative
5568;stranger;strongsubj;negative
5569;strangest;strongsubj;negative
5570;strangle;weaksubj;negative
5571;streamlined;weaksubj;positive
5572;strenuous;weaksubj;negative
5573;stress;strongsubj;negative
5574;stressful;strongsubj;negative
5575;stressfully;strongsubj;negative
5576;stricken;strongsubj;negative
5577;strict;strongsubj;negative
5578;strictly;strongsubj;negative
5579;stride;strongsubj;positive
5580;strident;strongsubj;negative
5581;stridently;strongsubj;negative
5582;strides;weaksubj;positive
5583;strife;strongsubj;negative
5584;strike;weaksubj;negative
5585;striking;strongsubj;positive
5586;strikingly;strongsubj;positive
5587;stringent;weaksubj;negative
5588;stringently;weaksubj;negative
5589;striving;strongsubj;positive
5590;strong;weaksubj;positive
5591;struck;weaksubj;negative
5592;struggle;strongsubj;negative
5593;strut;strongsubj;negative
5594;stubborn;strongsubj;negative
5595;stubbornly;strongsubj;negative
5596;stubbornness;strongsubj;negative
5597;studious;strongsubj;positive
5598;studiously;strongsubj;positive
5599;stuffy;strongsubj;negative
5600;stumble;weaksubj;negative
5601;stump;weaksubj;negative
5602;stun;weaksubj;negative
5603;stunned;strongsubj;positive
5604;stunning;strongsubj;positive
5605;stunningly;strongsubj;positive
5606;stunt;weaksubj;negative
5607;stunted;weaksubj;negative
5608;stupendous;strongsubj;positive
5609;stupendously;strongsubj;positive
5610;stupid;strongsubj;negative
5611;stupidity;strongsubj;negative
5612;stupidly;strongsubj;negative
5613;stupified;strongsubj;negative
5614;stupify;strongsubj;negative
5615;stupor;strongsubj;negative
5616;sturdy;weaksubj;positive
5617;sty;strongsubj;negative
5618;stylish;strongsubj;positive
5619;stylishly;strongsubj;positive
5620;suave;strongsubj;positive
5621;subdued;weaksubj;negative
5622;subjected;weaksubj;negative
5623;subjection;weaksubj;negative
5624;subjugate;strongsubj;negative
5625;subjugation;strongsubj;negative
5626;sublime;strongsubj;positive
5627;submissive;weaksubj;negative
5628;subordinate;weaksubj;negative
5629;subscribe;weaksubj;positive
5630;subservience;strongsubj;negative
5631;subservient;strongsubj;negative
5632;subside;weaksubj;negative
5633;substandard;weaksubj;negative
5634;substantial;weaksubj;positive
5635;substantially;weaksubj;positive
5636;substantive;weaksubj;positive
5637;subtle;weaksubj;positive
5638;subtract;weaksubj;negative
5639;subversion;weaksubj;negative
5640;subversive;weaksubj;negative
5641;subversively;weaksubj;negative
5642;subvert;weaksubj;negative
5643;succeed;weaksubj;positive
5644;success;weaksubj;positive
5645;successful;weaksubj;positive
5646;successfully;weaksubj;positive
5647;succumb;strongsubj;negative
5648;sucker;strongsubj;negative
5649;suffer;weaksubj;negative
5650;sufferer;strongsubj;negative
5651;sufferers;strongsubj;negative
5652;suffering;strongsubj;negative
5653;suffice;weaksubj;positive
5654;sufficient;weaksubj;positive
5655;sufficiently;weaksubj;positive
5656;suffocate;strongsubj;negative
5657;sugarcoat;strongsubj;negative
5658;sugarcoated;strongsubj;negative
5659;sugarcoated;strongsubj;negative
5660;suggest;weaksubj;positive
5661;suggestions;weaksubj;positive
5662;suicidal;weaksubj;negative
5663;suicide;weaksubj;negative
5664;suit;weaksubj;positive
5665;suitable;weaksubj;positive
5666;sulk;strongsubj;negative
5667;sullen;strongsubj;negative
5668;sully;strongsubj;negative
5669;sumptuous;strongsubj;positive
5670;sumptuously;strongsubj;positive
5671;sumptuousness;strongsubj;positive
5672;sunder;strongsubj;negative
5673;sunny;weaksubj;positive
5674;super;strongsubj;positive
5675;superb;strongsubj;positive
5676;superbly;strongsubj;positive
5677;superficial;strongsubj;negative
5678;superficiality;strongsubj;negative
5679;superficially;strongsubj;negative
5680;superfluous;strongsubj;negative
5681;superior;weaksubj;positive
5682;superiority;strongsubj;negative
5683;superlative;strongsubj;positive
5684;superstition;strongsubj;negative
5685;superstitious;strongsubj;negative
5686;support;strongsubj;positive
5687;support;weaksubj;positive
5688;supporter;strongsubj;positive
5689;supportive;strongsubj;positive
5690;supposed;weaksubj;negative
5691;suppress;weaksubj;negative
5692;suppression;weaksubj;negative
5693;supremacy;strongsubj;negative
5694;supreme;strongsubj;positive
5695;supremely;strongsubj;positive
5696;supurb;strongsubj;positive
5697;supurbly;strongsubj;positive
5698;sure;strongsubj;positive
5699;surely;strongsubj;positive
5700;surge;strongsubj;positive
